id	emotion
1597_0050_A_965	-0.06488339602947235,0.062381528317928314,0.00930856540799141,-0.0004785517230629921,0.09066959470510483,0.08599879592657089
1597_0046_A_882	0.13588689267635345,0.3546544313430786,0.04465222731232643,-0.05200504884123802,-0.040907807648181915,0.08843807131052017
1597_0046_A_885	-0.14723414182662964,-0.034834109246730804,0.3232693374156952,-0.059588994830846786,0.22330334782600403,0.5175361633300781
1597_0046_A_887	-0.11869138479232788,0.09246303141117096,0.28702881932258606,0.3131207227706909,0.09473780542612076,0.14890053868293762
1597_0046_A_890	0.0060993991792202,0.191572368144989,0.04530039802193642,-0.09084148705005646,0.23238109052181244,0.27764227986335754
1597_0046_A_891	-0.2239844799041748,-0.029753781855106354,0.03106963261961937,1.1403019428253174,0.21367144584655762,0.707581102848053
1597_0046_A_892	-0.018738295882940292,-0.008921346627175808,0.11510968208312988,0.49092406034469604,0.3374686539173126,0.24287863075733185
1597_0046_A_894	-0.13440969586372375,0.1575116366147995,0.06129102781414986,0.08370903879404068,0.00018513202667236328,0.024227675050497055
1597_0046_A_895	-0.11541661620140076,0.1655159592628479,0.028239894658327103,0.06150510162115097,0.05591406673192978,0.043113093823194504
1597_0046_A_896	-0.06784762442111969,0.1468181163072586,-0.08605910837650299,0.029203195124864578,0.08141667395830154,0.04124263674020767
1597_0046_A_899	-0.07060979306697845,0.13521979749202728,0.12893299758434296,0.3444218337535858,0.235788956284523,0.2481919378042221
1597_0046_A_904	-0.044575225561857224,0.10061442106962204,0.04284088686108589,0.07309310138225555,0.11901561170816422,0.17461827397346497
1597_0046_A_906	-0.026675015687942505,-0.14636951684951782,0.6447651982307434,0.08897930383682251,0.7555925846099854,0.9718685746192932
1597_0046_A_907	0.1839311569929123,0.25973349809646606,0.04776637628674507,-0.06895305961370468,0.019870832562446594,0.88533616065979
1597_0046_A_909	-0.09481580555438995,0.06446562707424164,0.1830301731824875,0.014535249210894108,0.08533665537834167,0.12768277525901794
1597_0046_A_910	-0.06119074299931526,0.0299365371465683,0.07293751835823059,0.04292630776762962,0.08794520795345306,0.06594161689281464
1597_0047_A_915	-0.05466843023896217,0.05776485800743103,0.2652808427810669,0.08589618653059006,0.23646816611289978,0.26727035641670227
1597_0047_A_918	-0.06241179630160332,0.02207658439874649,-0.011276666074991226,0.07197364419698715,0.14523309469223022,0.12505382299423218
1597_0048_A_940	-0.3797234296798706,-0.10994955152273178,0.04615582898259163,1.7224916219711304,-0.13644008338451385,0.13263845443725586
1597_0049_A_950	-0.02748655155301094,0.027880407869815826,-0.06234493479132652,0.032609548419713974,0.01141541451215744,-0.021216128021478653
1597_0050_A_960	-0.055889349430799484,0.08727823197841644,0.00861317291855812,-0.006790009327232838,0.328093945980072,0.3224535882472992
1597_0050_A_964	-0.20017963647842407,0.09588181972503662,0.6573579907417297,0.26250314712524414,0.02202261984348297,0.11745817959308624
1597_0045_A_877	-0.09971699118614197,0.07447899878025055,0.0004987455904483795,-0.006127423606812954,0.03890232741832733,0.11397149413824081
1597_0045_A_878	-0.07998795807361603,0.02189096063375473,-0.03307482227683067,-0.02282179519534111,0.11408980935811996,-0.010600832290947437
1597_0046_A_880	-0.09458678960800171,-0.0033572157844901085,-0.056235071271657944,0.006730834953486919,-0.058231569826602936,-0.024644415825605392
1597_0046_A_886	-0.16124075651168823,0.0720524862408638,0.17764019966125488,0.16285164654254913,0.28724241256713867,0.2346685826778412
1597_0046_A_888	0.052339378744363785,0.0845337063074112,0.0492674745619297,-0.12463869154453278,0.5015937089920044,0.7273100018501282
1597_0046_A_889	-0.11930608749389648,0.32655858993530273,0.03591453656554222,0.07798607647418976,-0.007240943610668182,0.18778342008590698
1597_0046_A_893	-0.10359427332878113,-0.012600786052644253,-0.011047791689634323,0.09365132451057434,0.15374602377414703,0.01909782364964485
1597_0046_A_897	-0.11656786501407623,0.005784214474260807,0.035102907568216324,0.09408096969127655,-0.0022113844752311707,-0.00267107505351305
1597_0046_A_900	-0.11443422734737396,0.1299380511045456,7.720664143562317e-05,0.024082425981760025,0.06507322937250137,0.13150671124458313
1597_0046_A_901	-0.19265879690647125,-0.06365790218114853,0.4399321377277374,0.30527204275131226,0.17726749181747437,0.4461328089237213
1597_0046_A_902	-0.3195522427558899,-0.05451942980289459,0.4893709719181061,0.5107340812683105,0.45569735765457153,0.19353824853897095
1597_0046_A_903	-0.03960226848721504,0.06803292036056519,0.04449160769581795,0.054962847381830215,0.12469419091939926,0.21973173320293427
1597_0046_A_905	-0.20479026436805725,-0.12365394830703735,-0.06174146756529808,1.5198066234588623,-0.11910535395145416,0.24365082383155823
1597_0046_A_908	-0.001473795622587204,0.4193152189254761,0.12785016000270844,0.1692376434803009,-0.05361798405647278,0.014365809969604015
1597_0047_A_929	-0.19285526871681213,0.14243656396865845,0.1944120079278946,0.3357241451740265,0.5413464307785034,1.3328858613967896
1597_0048_A_939	-0.17051443457603455,0.023533053696155548,-0.07424964010715485,0.1657753437757492,0.28586992621421814,0.37024441361427307
1597_0048_A_941	-0.22674569487571716,0.19170022010803223,0.1671237200498581,2.1606714725494385,0.5461937189102173,0.4870200455188751
1597_0048_A_942	-0.3549744188785553,-0.036989666521549225,0.011135999113321304,1.0153121948242188,0.0984247699379921,0.412768691778183
1597_0048_A_944	-0.08517758548259735,0.12230388075113297,0.29379186034202576,0.765396237373352,0.3953438103199005,0.2407119870185852
1597_0048_A_945	-0.11064361035823822,0.20665480196475983,-0.023871269077062607,0.11680284887552261,0.05144268274307251,0.29825901985168457
1597_0048_A_947	-0.014882918447256088,0.08015403151512146,0.10568657517433167,0.013217774219810963,0.19495315849781036,0.03510390594601631
1597_0049_A_949	-0.06886632740497589,0.08205270022153854,-0.010187964886426926,0.044847529381513596,-0.025196917355060577,0.0284741073846817
1597_0049_A_951	-0.06122761592268944,0.056077808141708374,0.0915275514125824,0.06148942559957504,0.07443954050540924,0.3963688910007477
1597_0049_A_952	-0.027789469808340073,-0.02735435962677002,0.13847662508487701,0.061804238706827164,0.14826050400733948,0.4074431359767914
1597_0050_A_956	-0.1894981563091278,-0.013383789919316769,-0.009860631078481674,0.060586024075746536,0.055560655891895294,0.11674835532903671
1597_0050_A_963	-0.12707307934761047,0.06855492293834686,-0.062039364129304886,0.1207561194896698,0.16111932694911957,0.2517792284488678
1597_0050_A_966	-0.10785490274429321,0.05210722237825394,0.2104913741350174,0.05889137461781502,0.5619403123855591,0.1658555418252945
1597_0050_A_972	-0.1213454157114029,-0.017711013555526733,0.042824406176805496,0.026894472539424896,0.08947321772575378,0.058607567101716995
1597_0050_A_975	-0.09900486469268799,-0.07344479113817215,0.10625046491622925,0.20853517949581146,0.19510748982429504,0.524560272693634
1597_0050_A_967	-0.08338765799999237,0.0870770812034607,0.2756207287311554,0.04745955765247345,-0.018405206501483917,0.07875607907772064
1597_0050_A_968	-0.03700380399823189,0.01741950213909149,0.08489182591438293,0.027956552803516388,-0.019528836011886597,-0.012654772959649563
1597_0050_A_970	-0.05010904744267464,0.039007291197776794,0.036668505519628525,0.0576702281832695,0.0014144182205200195,0.054649148136377335
1597_0050_A_971	-0.10669158399105072,-0.007598116062581539,-0.04281161352992058,0.04879983514547348,0.008761189877986908,0.02537582442164421
1597_0050_A_969	-0.003929410129785538,0.2192513644695282,0.08121496438980103,0.034467946738004684,0.01892951875925064,-0.04732881858944893
1597_0050_A_973	-0.03828023001551628,0.10683905333280563,0.13028322160243988,0.12596401572227478,0.10599566996097565,0.1998341977596283
1597_0050_A_974	-0.11101846396923065,0.10655993968248367,-0.023186247795820236,0.13605819642543793,0.02701970934867859,-0.028064299374818802
1597_0050_A_976	-0.1373305767774582,0.16808536648750305,-0.01774323359131813,0.08747321367263794,0.09004388749599457,0.07301121205091476
1597_0050_A_980	-0.06585480272769928,0.064492367208004,0.01588999107480049,0.005661101080477238,0.002025805413722992,0.14401522278785706
1597_0050_A_984	0.0032150186598300934,-0.22876586019992828,0.29988422989845276,0.6562731862068176,0.7034827470779419,0.7017333507537842
1597_0050_A_995	-0.15817499160766602,0.05510960519313812,-0.06205880269408226,1.2018319368362427,0.1982429027557373,0.3011438250541687
1597_0050_A_996	-0.011691682040691376,0.23476047813892365,0.47408512234687805,0.06552116572856903,-0.06598183512687683,0.03804275766015053
1597_0050_A_999	-0.12461431324481964,0.016209974884986877,-0.006821926683187485,0.020437903702259064,0.013239078223705292,0.24104025959968567
1597_0050_A_1004	-0.1377793252468109,-0.032458506524562836,-0.014427516609430313,0.12853626906871796,0.18593649566173553,0.09381985664367676
1597_0050_A_1012	-0.1335202157497406,-0.13873977959156036,0.034551989287137985,0.7235409617424011,0.23837345838546753,0.5002421736717224
1597_0051_A_1016	-0.17006053030490875,-0.0006907051429152489,0.09603996574878693,0.022030387073755264,0.02228538691997528,0.07816064357757568
1597_0051_A_1017	-0.0890025943517685,0.14178167283535004,-0.0032206587493419647,0.13994309306144714,0.021816127002239227,0.09064213931560516
1597_0051_A_1018	-0.09517978131771088,0.03592479228973389,0.21631400287151337,0.3008475601673126,0.12230496108531952,0.11533820629119873
1597_0051_A_1022	-0.1147393137216568,0.12044666707515717,0.005159322172403336,0.08820357918739319,-0.06266901642084122,0.00818509142845869
1597_0051_A_1023	-0.05838992819190025,-0.0722418949007988,0.06544938683509827,0.17726312577724457,0.04659400135278702,1.0797849893569946
1597_0051_A_1024	-0.1299852430820465,-0.12138479202985764,0.1264936923980713,0.0420377217233181,0.25602588057518005,1.0556025505065918
1597_0051_A_1025	-0.1893383115530014,0.2403382509946823,0.7675842642784119,0.2913912832736969,0.006018191576004028,0.08087463676929474
1597_0051_A_1031	-0.09618730843067169,0.20370785892009735,0.24358181655406952,0.062484391033649445,0.041730523109436035,-0.03599901869893074
1597_0052_A_1037	-0.08609569072723389,0.0935608372092247,0.10299672186374664,-0.013269328512251377,0.18359626829624176,0.08482766151428223
1597_0052_A_1040	0.09412498772144318,2.6068811416625977,0.1792357861995697,0.07115750759840012,-0.0037990547716617584,-0.04166491702198982
1597_0052_A_1042	-0.002228032797574997,2.5690951347351074,0.22765769064426422,0.05249130353331566,-0.07220032811164856,-0.046162452548742294
1597_0052_A_1043	-0.04241008684039116,0.06677152216434479,0.028339583426713943,0.08695225417613983,0.2706685960292816,0.15160779654979706
1597_0052_A_1050	-0.14067113399505615,2.1375105381011963,0.4063766896724701,0.10653728991746902,-0.05516211688518524,-0.1701539307832718
1597_0052_A_1051	-0.03875100985169411,0.5858234763145447,0.06566320359706879,0.06260929256677628,0.40520796179771423,0.05266692116856575
1597_0053_A_1053	0.2813054323196411,0.12432967871427536,0.08027413487434387,0.024789568036794662,0.9042609930038452,0.32581785321235657
1597_0053_A_1054	0.023709286004304886,-0.030249573290348053,0.026438523083925247,0.15755487978458405,0.43982359766960144,0.24506473541259766
1597_0053_A_1057	-0.08287346363067627,0.06334245204925537,-0.020798642188310623,0.6523044109344482,0.07063529640436172,0.16734638810157776
1597_0053_A_1060	0.07881619781255722,0.05607020854949951,0.10152831673622131,0.011412597261369228,0.030118778347969055,0.6838791966438293
1597_0053_A_1061	0.015481937676668167,0.033098429441452026,-0.009935077279806137,0.09381994605064392,0.03129728138446808,0.10416193306446075
1597_0053_A_1062	-0.12747232615947723,0.06751241534948349,0.4244125783443451,0.09696045517921448,0.10808759927749634,0.06077607348561287
1597_0053_A_1063	-0.14846090972423553,-0.017208755016326904,0.04300807788968086,0.1071549504995346,-0.06030570715665817,0.10263781994581223
1597_0054_A_1066	-0.03065469115972519,0.047228746116161346,0.17020563781261444,-0.07434780895709991,0.15759196877479553,0.203544020652771
1597_0054_A_1067	-0.0285596065223217,-0.026125214993953705,0.05186425521969795,0.0587422139942646,0.07517477124929428,0.21066826581954956
1597_0051_A_1032	0.005510542541742325,0.2596302032470703,-0.1669006198644638,-0.03207619488239288,-0.12584879994392395,0.038910407572984695
1597_0052_A_1035	-0.0156027190387249,0.3990943133831024,0.27141472697257996,0.16926150023937225,0.05638659745454788,0.11187291145324707
1597_0052_A_1039	-0.1671440452337265,0.11585286259651184,0.23366214334964752,0.018262896686792374,0.4297739565372467,-0.14442178606987
1597_0052_A_1045	-0.1084592342376709,0.03570086508989334,-0.01728556677699089,-0.013027711771428585,-0.03114347904920578,0.08115005493164062
1597_0052_A_1048	-0.02721605822443962,-0.0016642650589346886,0.24899907410144806,0.12689152359962463,0.43877097964286804,0.5819912552833557
1597_0052_A_1049	-0.20283514261245728,-0.03502102941274643,0.30015450716018677,0.5259960889816284,0.3970848619937897,0.3629617393016815
1597_0054_A_1064	-0.08167469501495361,-0.05943232774734497,0.056237850338220596,0.06348744034767151,0.2123742252588272,0.7795944213867188
1597_0054_A_1065	0.00032071396708488464,-0.0740179792046547,-0.006882842630147934,0.2543524503707886,0.34130287170410156,0.39412641525268555
1597_0050_A_977	-0.18301725387573242,-0.11490624397993088,0.22054500877857208,0.09406310319900513,0.5249631404876709,0.5701723098754883
1597_0050_A_978	-0.11994494497776031,0.06577765196561813,0.07734622061252594,0.21486687660217285,0.15570329129695892,0.11966709792613983
1597_0050_A_979	-0.05244826152920723,0.0918961688876152,0.007919687777757645,0.0540008544921875,0.0125865638256073,0.10863177478313446
1597_0050_A_981	-0.011813115328550339,-0.05888131260871887,0.7384787797927856,0.15883643925189972,0.5483829975128174,0.12507668137550354
1597_0050_A_982	-0.10770700871944427,-0.23036424815654755,0.29082411527633667,0.9969818592071533,0.7781070470809937,0.22330214083194733
1597_0050_A_983	-0.08025842905044556,0.0537024587392807,-0.011041101068258286,0.5418614149093628,0.016327470541000366,0.26340940594673157
1597_0050_A_985	-0.052120376378297806,-0.13735799491405487,0.3319738507270813,0.7711515426635742,0.5219131708145142,0.5792991518974304
1597_0050_A_986	-0.17875072360038757,0.10571926087141037,0.029906634241342545,0.25078099966049194,0.08419761061668396,0.03173909708857536
1597_0050_A_987	-0.23760518431663513,0.15766452252864838,0.0038539357483386993,0.8304280042648315,-0.01149921864271164,0.2687494158744812
1597_0050_A_988	-0.017545130103826523,-0.051407769322395325,0.015816573053598404,0.5157001614570618,0.12215234339237213,0.3853822946548462
1597_0050_A_989	-0.16561424732208252,0.06304693967103958,0.07085593044757843,0.12913069128990173,0.3507966101169586,0.06077304854989052
1597_0050_A_990	-0.042280908674001694,0.007665642537176609,0.010155726224184036,0.16655036807060242,0.06669054180383682,0.07465805858373642
1597_0050_A_991	-0.07626365125179291,0.11162219941616058,-0.04273576661944389,-0.020496509969234467,0.17018231749534607,0.05818461999297142
1597_0050_A_992	-0.11426568031311035,0.32672154903411865,1.7923675775527954,0.028103213757276535,0.4279972016811371,0.005454408936202526
1597_0050_A_993	-0.1181410700082779,-0.0693075880408287,-0.03642073646187782,1.391922950744629,0.11361481249332428,0.07727491855621338
1597_0050_A_994	-0.1644810140132904,0.18630357086658478,0.013924110680818558,0.43179526925086975,-0.06506732106208801,0.09499870240688324
1597_0050_A_997	-0.1532922089099884,0.19855327904224396,0.5023913383483887,0.06912737339735031,0.010546378791332245,0.13303500413894653
1597_0050_A_998	-0.1220972090959549,-0.07865449786186218,0.05539073422551155,1.1460511684417725,0.15966171026229858,0.4424833059310913
1597_0050_A_1000	-0.18482641875743866,-0.01653140038251877,-0.03864235803484917,0.07470706850290298,0.10278252512216568,0.2920978367328644
1597_0050_A_1001	-0.09691567718982697,0.04672952741384506,0.02483547106385231,0.06304270029067993,0.09162712842226028,-0.041508499532938004
1597_0050_A_1002	-0.2021891176700592,-0.016861185431480408,0.05723448470234871,0.06404934078454971,0.1214788556098938,0.04414835944771767
1597_0050_A_1003	-0.16260431706905365,0.012118511833250523,0.08971059322357178,0.06953398883342743,0.18471753597259521,0.06868232786655426
1597_0050_A_1005	0.04795335605740547,0.06993080675601959,0.23845542967319489,0.5346043705940247,0.3131285011768341,0.16807980835437775
1597_0050_A_1006	-0.01932535693049431,0.0257892906665802,0.2489536553621292,0.6598026752471924,0.3609227240085602,-0.009231050498783588
1597_0050_A_1007	0.11526946723461151,1.0223318338394165,0.0009044595062732697,0.22244411706924438,-0.13594426214694977,-0.1158260852098465
1597_0050_A_1008	0.019589442759752274,0.6431265473365784,0.022583741694688797,0.10015507787466049,-0.1148776262998581,-0.03025638684630394
1597_0050_A_1009	-0.11841475963592529,-0.021060101687908173,0.019818421453237534,0.5174548625946045,0.41608431935310364,0.15595407783985138
1597_0050_A_1010	-0.2213461846113205,-0.02961217612028122,0.027237307280302048,0.04533159360289574,0.22484251856803894,0.18986168503761292
1597_0050_A_1011	-0.07766588032245636,-0.019689835608005524,0.07212600111961365,0.08943438529968262,0.1821308434009552,0.022162530571222305
1597_0050_A_1013	0.005844820290803909,-0.10138217359781265,0.08649128675460815,0.16671371459960938,0.9699629545211792,-0.1867293268442154
1597_0051_A_1015	-0.21035951375961304,0.0684513971209526,0.20781509578227997,0.050161730498075485,0.09096468985080719,0.03406565263867378
1597_0051_A_1019	-0.10719220340251923,0.14490877091884613,0.17756962776184082,0.12096485495567322,0.12515638768672943,0.11268356442451477
1597_0051_A_1020	-0.04872847720980644,0.10693500936031342,0.2087293416261673,0.1231904923915863,-0.04828810691833496,0.023415081202983856
1597_0051_A_1021	-0.10087697207927704,0.07910074293613434,0.36134421825408936,0.1375104933977127,0.4258635342121124,0.20682880282402039
1597_0051_A_1027	-0.11107775568962097,0.043199799954891205,0.9729238748550415,-0.10666947066783905,0.10521353036165237,0.2386789619922638
1597_0051_A_1028	-0.07529406249523163,0.019825629889965057,0.15834583342075348,0.11322619020938873,0.3153837025165558,0.08904094994068146
1597_0051_A_1029	0.0025101304054260254,0.20828093588352203,0.23741699755191803,-0.057500120252370834,0.1408395618200302,0.14292097091674805
1597_0051_A_1030	-0.02469247207045555,0.46128058433532715,0.15078531205654144,0.06431499868631363,0.13595366477966309,0.18647299706935883
1597_0052_A_1036	-0.17807993292808533,0.011378840543329716,-0.026470448821783066,1.0077199935913086,0.07590688765048981,0.35534995794296265
1597_0052_A_1038	-0.05692419037222862,0.16755448281764984,0.11353492736816406,0.08693118393421173,0.009774766862392426,0.09769603610038757
1597_0052_A_1041	-0.06935974955558777,2.7364580631256104,0.14832332730293274,0.1467135101556778,-0.14663535356521606,0.01332505326718092
1597_0052_A_1044	-0.0822482705116272,0.04981470853090286,-0.015523429960012436,0.05592666566371918,-0.07499656826257706,0.06331047415733337
1597_0052_A_1046	0.07059186697006226,0.8822944760322571,0.09087347984313965,0.08767731487751007,-0.08170272409915924,-0.015224275179207325
1597_0053_A_1052	0.03732099384069443,-0.0757586807012558,0.04319583997130394,-0.14810244739055634,0.4616622030735016,0.7389739155769348
1597_0053_A_1056	0.13832706212997437,0.40522855520248413,-0.1549922674894333,-0.07231589406728745,-0.09090452641248703,0.21168750524520874
1597_0053_A_1058	0.16822990775108337,-0.0667852982878685,0.2104112058877945,-0.12239085137844086,0.6373844146728516,1.063098669052124
1597_0053_A_1059	0.014922205358743668,-0.029337212443351746,0.29846444725990295,0.013415521942079067,0.5962128639221191,0.5674500465393066
1597_0054_A_1069	0.018788639456033707,0.2204841673374176,0.42851677536964417,0.04993998259305954,0.9645653963088989,0.5295329689979553
1597_0054_A_1071	-0.12141793966293335,0.27613455057144165,0.9288063645362854,-0.24969594180583954,0.3629911243915558,0.14927855134010315
1597_0054_A_1072	-0.025119438767433167,0.17976798117160797,-0.2812269926071167,-0.08226451277732849,0.22871826589107513,2.709669828414917
1597_0054_A_1073	-0.17787489295005798,0.12718401849269867,0.44571244716644287,0.2669011950492859,0.09407828003168106,0.13377924263477325
1597_0054_A_1074	-0.03499371558427811,-0.0024495115503668785,0.18442799150943756,0.5825002193450928,0.07272376865148544,0.36010506749153137
1597_0054_A_1077	-0.056848105043172836,0.17187337577342987,0.005856867879629135,0.8829253911972046,0.21189376711845398,0.4967831075191498
1597_0054_A_1082	-0.0841890275478363,0.1768304854631424,-0.017305221408605576,1.1006606817245483,0.4986303448677063,0.26167750358581543
1597_0054_A_1087	0.10935172438621521,0.07208509743213654,0.18684586882591248,1.1369094848632812,0.3519592881202698,0.8428989052772522
1597_0054_A_1089	0.12032061815261841,0.0036435285583138466,0.5052040219306946,0.41273024678230286,1.4143925905227661,0.6202501654624939
1597_0054_A_1093	0.1353120058774948,0.09879732131958008,-0.026063639670610428,-0.00611520279198885,0.6278377771377563,1.0381768941879272
1597_0054_A_1094	0.1509975790977478,2.2826433181762695,0.8087000846862793,0.12573134899139404,-0.2813335955142975,-0.09034267067909241
1597_0054_A_1098	0.06337530165910721,0.5567026734352112,-0.09894292056560516,0.05987302586436272,0.19519612193107605,0.11606985330581665
1597_0054_A_1100	0.17022806406021118,1.5631279945373535,0.14804787933826447,-0.027705099433660507,0.008940266445279121,0.7916491031646729
1597_0054_A_1101	-0.21471628546714783,0.08995232731103897,0.3003710210323334,0.08303192257881165,0.3348951041698456,0.12794847786426544
1597_0054_A_1102	0.10533250868320465,0.06537039577960968,-0.0868375301361084,0.1725289672613144,0.1570880115032196,1.187934398651123
1597_0054_A_1103	0.04287204518914223,0.030927345156669617,0.08974245190620422,0.06726255267858505,0.2254081666469574,0.2688557207584381
1597_0054_A_1105	0.13376083970069885,0.027001604437828064,0.3871957063674927,-0.02756812795996666,2.984800100326538,0.5631242990493774
1597_0054_A_1108	-0.14537391066551208,0.2079841047525406,-0.010911967605352402,0.06372141093015671,0.08291146904230118,0.0905306413769722
1597_0054_A_1109	-0.0016299784183502197,-0.023950442671775818,0.4684169888496399,0.018015917390584946,0.09281133860349655,0.21998688578605652
1597_0054_A_1110	-0.000575970858335495,-0.06313209235668182,-0.010083194822072983,0.03237111493945122,0.18094435334205627,0.10152231156826019
1597_0054_A_1112	-0.02955184504389763,0.09657925367355347,0.14880980551242828,0.35052773356437683,0.3808668851852417,0.26887568831443787
1597_0054_A_1113	-0.041568901389837265,0.0016400599852204323,-0.07411810755729675,0.006123057566583157,0.12599048018455505,0.09594061970710754
1597_0055_A_1115	-0.07618391513824463,0.049040473997592926,-0.008678194135427475,0.13716982305049896,0.06032019853591919,0.0073197511956095695
1597_0055_A_1116	0.05286018177866936,0.1118181124329567,0.06386898458003998,0.183728888630867,0.05526285618543625,0.42446330189704895
1597_0055_A_1119	0.02731088176369667,0.07097454369068146,-0.053018081933259964,0.15358659625053406,0.04753907769918442,1.0466922521591187
1597_0055_A_1121	-0.06765125691890717,0.05322670936584473,0.07966472208499908,0.1024244874715805,0.1329052597284317,0.30046138167381287
1597_0055_A_1122	-0.10687609016895294,0.10664471983909607,0.05395538732409477,0.07726120203733444,0.18108683824539185,0.22898629307746887
1597_0055_A_1123	-0.06943976879119873,0.045430734753608704,-0.009908851236104965,-0.0023484667763113976,0.010441392660140991,0.13788817822933197
1597_0055_A_1124	-0.06114202365279198,-0.02422492951154709,-0.030906300991773605,0.10561133176088333,-0.044179752469062805,0.07636456191539764
1597_0055_A_1125	-0.08201929926872253,0.08005493134260178,0.2193017303943634,0.19319666922092438,-0.00108376145362854,-0.005720146931707859
1597_0055_A_1126	0.08048073947429657,0.039153896272182465,0.04013095423579216,0.09144151210784912,0.09209169447422028,0.21770046651363373
1597_0055_A_1127	-0.11833378672599792,0.08570817857980728,0.036405693739652634,0.16368980705738068,0.2692948877811432,0.3033045530319214
1597_0055_A_1128	-0.03581028804183006,0.05917616933584213,0.02870752289891243,0.09582841396331787,-0.08454669266939163,0.1372000277042389
1597_0055_A_1129	-0.038910139352083206,0.11792139708995819,0.04731740429997444,0.5860331058502197,0.10153686255216599,0.15236738324165344
1597_0055_A_1130	-0.042751532047986984,0.04205700755119324,0.0865781307220459,0.10631637275218964,0.04923088848590851,0.08633607625961304
1597_0055_A_1131	-0.03102061152458191,0.03486310690641403,0.286788672208786,-0.019099906086921692,-0.04224243760108948,2.414860963821411
1597_0055_A_1132	-0.1595553308725357,0.14172683656215668,0.08020646870136261,-0.03861093521118164,-0.03213109076023102,2.7734341621398926
1597_0055_A_1133	-0.1443479359149933,-0.022162415087223053,0.9299681186676025,-0.05232295021414757,0.07912438362836838,0.24586550891399384
1597_0055_A_1134	-0.16711485385894775,0.13403894007205963,-3.1229108572006226e-05,0.06655321270227432,0.05345284193754196,0.7483381628990173
1597_0055_A_1135	-0.049025122076272964,0.14235611259937286,0.5941864848136902,0.015161962248384953,-0.018153652548789978,0.12364494800567627
1597_0055_A_1136	-0.2898716628551483,0.11810365319252014,0.34238192439079285,0.7246523499488831,0.4235354959964752,0.10938233882188797
1597_0055_A_1137	-0.07393379509449005,0.07285350561141968,0.1743353009223938,0.048986028879880905,0.24810205399990082,0.24675796926021576
1597_0055_A_1138	-0.24277010560035706,0.03266347199678421,-0.05314875766634941,0.16040603816509247,0.11263636499643326,2.2299587726593018
1597_0057_A_1144	-0.03397349268198013,0.13003720343112946,0.10421207547187805,0.004816685803234577,0.0872473269701004,0.28555235266685486
1597_0057_A_1145	-0.13302665948867798,0.1015503779053688,-0.012751121073961258,0.174025297164917,-0.012674897909164429,0.38620689511299133
1597_0057_A_1146	-0.103151336312294,0.2021654099225998,-0.05040900036692619,0.05028849467635155,-0.015192471444606781,0.10177783668041229
1597_0057_A_1148	-0.049389924854040146,-0.005933395586907864,0.8004649877548218,-0.022636622190475464,0.1495216190814972,0.2480810433626175
1597_0057_A_1149	-0.16605770587921143,0.09582360833883286,0.015462201088666916,0.033751871436834335,0.13901787996292114,0.11561040580272675
1597_0057_A_1150	-0.17886225879192352,0.07728608697652817,0.06380727887153625,0.1282634288072586,0.1689649224281311,0.05111994221806526
1597_0057_A_1151	-0.05261814221739769,0.014828586019575596,0.06120296195149422,0.10678869485855103,0.002045057713985443,0.23772524297237396
1597_0057_A_1152	-0.15417665243148804,0.04582332819700241,2.959853410720825,-0.23670710623264313,0.145400732755661,0.10243064165115356
1597_0057_A_1153	-0.3585708439350128,0.12140624970197678,1.9129105806350708,-0.18497660756111145,0.13759690523147583,0.23515690863132477
1597_0057_A_1157	-0.06623874604701996,0.12657445669174194,0.4402243196964264,0.7814922332763672,0.22052732110023499,0.17296379804611206
1597_0057_A_1158	-0.10553161799907684,0.1375592201948166,0.06169455125927925,0.1253344714641571,0.03356604278087616,0.12519878149032593
1597_0057_A_1159	0.06077226623892784,0.17201830446720123,0.24571572244167328,-0.05956592783331871,0.061694756150245667,0.26465287804603577
1597_0054_A_1070	0.17329274117946625,0.13854031264781952,0.3409615159034729,-0.24516429007053375,1.0311205387115479,1.7311280965805054
1597_0054_A_1075	-0.15914157032966614,0.04331441968679428,0.18752802908420563,1.3006559610366821,0.30523738265037537,0.40935027599334717
1597_0054_A_1076	-0.06444776058197021,0.04111839085817337,0.08584733307361603,0.3949581980705261,0.3044299781322479,0.19599798321723938
1597_0054_A_1079	-0.26891738176345825,0.007800796069204807,-0.025025542825460434,1.630084753036499,-0.23101821541786194,0.19977128505706787
1597_0054_A_1080	-0.09704501926898956,0.01778247207403183,0.42891597747802734,0.809516966342926,0.46621182560920715,0.23372888565063477
1597_0054_A_1081	-0.13293403387069702,0.15182386338710785,0.10338485240936279,0.07219424843788147,0.10106401890516281,0.2777254283428192
1597_0054_A_1083	-0.037445154041051865,0.06581292301416397,0.08599969744682312,0.2997801899909973,0.1261490285396576,0.3771466314792633
1597_0054_A_1084	-0.01613270491361618,0.03958647698163986,0.07028867304325104,1.1102923154830933,0.21478894352912903,0.6522786617279053
1597_0054_A_1085	-0.04382750019431114,-0.11976591497659683,0.06360173225402832,0.7433620095252991,0.4760417938232422,0.3642587661743164
1597_0054_A_1088	-0.12508219480514526,0.023404575884342194,-0.031816866248846054,1.845640778541565,0.47359490394592285,0.19814662635326385
1597_0054_A_1090	-0.11485353112220764,0.059187278151512146,-0.0044371746480464935,0.4009351134300232,0.2060191035270691,0.7903512120246887
